disease_name,year,week,week_date,male_count,female_count,total_count,sentinel_points,data_type
手足口病,2002,48,2002-W48,10,6,16,142,gender
突発性発しん,2002,48,2002-W48,22,37,59,142,gender
ヘルパンギーナ,2002,48,2002-W48,5,4,9,142,gender
流行性耳下腺炎,2002,48,2002-W48,20,24,44,142,gender
川崎病,2002,48,2002-W48,0,0,0,142,gender
インフルエンザ,2023,34,2023-W34,306,270,576,410,gender
新型コロナウイルス感染症（COVID-19）,2023,34,2023-W34,2844,3112,5956,410,gender
RSウイルス感染症,2023,34,2023-W34,45,40,85,255,gender
咽頭結膜熱,2023,34,2023-W34,134,88,222,255,gender
Ａ群溶血性レンサ球菌咽頭炎,2023,34,2023-W34,145,125,270,255,gender
感染性胃腸炎,2023,34,2023-W34,472,362,834,255,gender
水痘,2023,34,2023-W34,12,17,29,255,gender
手足口病,2023,34,2023-W34,114,92,206,255,gender
突発性発しん,2023,34,2023-W34,24,35,59,255,gender
ヘルパンギーナ,2023,34,2023-W34,95,86,181,255,gender
流行性耳下腺炎,2023,34,2023-W34,2,0,2,255,gender
川崎病,2023,34,2023-W34,1,2,3,255,gender
インフルエンザ,2020,29,2020-W29,0,0,0,414,gender
RSウイルス感染症,2020,29,2020-W29,1,0,1,260,gender
咽頭結膜熱,2020,29,2020-W29,13,6,19,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,29,2020-W29,93,92,185,260,gender
感染性胃腸炎,2020,29,2020-W29,417,348,765,260,gender
水痘,2020,29,2020-W29,9,8,17,260,gender
手足口病,2020,29,2020-W29,17,16,33,260,gender
突発性発しん,2020,29,2020-W29,72,76,148,260,gender
ヘルパンギーナ,2020,29,2020-W29,19,32,51,260,gender
流行性耳下腺炎,2020,29,2020-W29,13,8,21,260,gender
川崎病,2020,29,2020-W29,1,2,3,260,gender
インフルエンザ,2022,4,2022-W04,2,2,4,407,gender
RSウイルス感染症,2022,4,2022-W04,3,1,4,255,gender
咽頭結膜熱,2022,4,2022-W04,3,11,14,255,gender
Ａ群溶血性レンサ球菌咽頭炎,2022,4,2022-W04,20,24,44,255,gender
感染性胃腸炎,2022,4,2022-W04,1099,1048,2147,255,gender
水痘,2022,4,2022-W04,8,6,14,255,gender
手足口病,2022,4,2022-W04,31,31,62,255,gender
突発性発しん,2022,4,2022-W04,38,35,73,255,gender
ヘルパンギーナ,2022,4,2022-W04,4,7,11,255,gender
流行性耳下腺炎,2022,4,2022-W04,6,2,8,255,gender
川崎病,2022,4,2022-W04,1,1,2,255,gender
インフルエンザ,2003,26,2003-W26,0,0,0,178,gender
RSウイルス感染症,2003,26,2003-W26,0,0,0,142,gender
咽頭結膜熱,2003,26,2003-W26,35,25,60,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,26,2003-W26,59,61,120,142,gender
感染性胃腸炎,2003,26,2003-W26,188,166,354,142,gender
水痘,2003,26,2003-W26,103,80,183,142,gender
手足口病,2003,26,2003-W26,283,235,518,142,gender
突発性発しん,2003,26,2003-W26,52,38,90,142,gender
ヘルパンギーナ,2003,26,2003-W26,143,136,279,142,gender
流行性耳下腺炎,2003,26,2003-W26,18,23,41,142,gender
川崎病,2003,26,2003-W26,0,3,3,142,gender
インフルエンザ,2002,47,2002-W47,3,0,3,178,gender
RSウイルス感染症,2002,47,2002-W47,0,0,0,142,gender
咽頭結膜熱,2002,47,2002-W47,7,7,14,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,47,2002-W47,32,36,68,142,gender
感染性胃腸炎,2002,47,2002-W47,632,553,1185,142,gender
水痘,2002,47,2002-W47,77,67,144,142,gender
手足口病,2002,47,2002-W47,15,12,27,142,gender
突発性発しん,2002,47,2002-W47,28,25,53,142,gender
ヘルパンギーナ,2002,47,2002-W47,6,8,14,142,gender
流行性耳下腺炎,2002,47,2002-W47,23,22,45,142,gender
川崎病,2002,47,2002-W47,0,0,0,142,gender
インフルエンザ,2004,4,2004-W04,1769,1702,3471,178,gender
RSウイルス感染症,2004,4,2004-W04,8,7,15,142,gender
咽頭結膜熱,2004,4,2004-W04,8,6,14,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,4,2004-W04,74,53,127,142,gender
感染性胃腸炎,2004,4,2004-W04,513,496,1009,142,gender
水痘,2004,4,2004-W04,91,63,154,142,gender
手足口病,2004,4,2004-W04,2,3,5,142,gender
突発性発しん,2004,4,2004-W04,28,36,64,142,gender
ヘルパンギーナ,2004,4,2004-W04,0,0,0,142,gender
流行性耳下腺炎,2004,4,2004-W04,12,9,21,142,gender
川崎病,2004,4,2004-W04,0,1,1,142,gender
インフルエンザ,2000,34,2000-W34,0,0,0,178,gender
RSウイルス感染症,2000,34,2000-W34,0,0,0,142,gender
咽頭結膜熱,2000,34,2000-W34,7,9,16,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,34,2000-W34,21,11,32,142,gender
感染性胃腸炎,2000,34,2000-W34,111,84,195,142,gender
水痘,2000,34,2000-W34,30,23,53,142,gender
手足口病,2000,34,2000-W34,87,78,165,142,gender
突発性発しん,2000,34,2000-W34,46,34,80,142,gender
ヘルパンギーナ,2000,34,2000-W34,63,67,130,142,gender
流行性耳下腺炎,2000,34,2000-W34,43,32,75,142,gender
川崎病,2000,34,2000-W34,0,0,0,142,gender
インフルエンザ,2021,48,2021-W48,0,0,0,410,gender
RSウイルス感染症,2021,48,2021-W48,3,2,5,259,gender
咽頭結膜熱,2021,48,2021-W48,25,15,40,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,48,2021-W48,74,38,112,259,gender
感染性胃腸炎,2021,48,2021-W48,901,734,1635,259,gender
水痘,2021,48,2021-W48,13,11,24,259,gender
手足口病,2021,48,2021-W48,125,97,222,259,gender
突発性発しん,2021,48,2021-W48,41,38,79,259,gender
ヘルパンギーナ,2021,48,2021-W48,53,34,87,259,gender
流行性耳下腺炎,2021,48,2021-W48,5,2,7,259,gender
川崎病,2021,48,2021-W48,0,3,3,259,gender
インフルエンザ,2001,8,2001-W08,397,323,720,178,gender
RSウイルス感染症,2001,8,2001-W08,0,0,0,142,gender
咽頭結膜熱,2001,8,2001-W08,2,1,3,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2001,8,2001-W08,44,36,80,142,gender
感染性胃腸炎,2001,8,2001-W08,606,622,1228,142,gender
水痘,2001,8,2001-W08,84,90,174,142,gender
手足口病,2001,8,2001-W08,6,7,13,142,gender
突発性発しん,2001,8,2001-W08,35,42,77,142,gender
ヘルパンギーナ,2001,8,2001-W08,4,3,7,142,gender
流行性耳下腺炎,2001,8,2001-W08,84,64,148,142,gender
川崎病,2001,8,2001-W08,0,0,0,142,gender
インフルエンザ,2003,29,2003-W29,0,0,0,178,gender
RSウイルス感染症,2003,29,2003-W29,0,0,0,142,gender
咽頭結膜熱,2003,29,2003-W29,43,38,81,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,29,2003-W29,26,38,64,142,gender
感染性胃腸炎,2003,29,2003-W29,180,137,317,142,gender
水痘,2003,29,2003-W29,34,38,72,142,gender
手足口病,2003,29,2003-W29,467,375,842,142,gender
突発性発しん,2003,29,2003-W29,51,36,87,142,gender
ヘルパンギーナ,2003,29,2003-W29,387,393,780,142,gender
流行性耳下腺炎,2003,29,2003-W29,21,9,30,142,gender
川崎病,2003,29,2003-W29,0,0,0,142,gender
インフルエンザ,2020,26,2020-W26,0,0,0,414,gender
RSウイルス感染症,2020,26,2020-W26,0,0,0,261,gender
咽頭結膜熱,2020,26,2020-W26,12,4,16,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,26,2020-W26,62,44,106,261,gender
感染性胃腸炎,2020,26,2020-W26,316,258,574,261,gender
水痘,2020,26,2020-W26,5,5,10,261,gender
手足口病,2020,26,2020-W26,15,12,27,261,gender
突発性発しん,2020,26,2020-W26,76,55,131,261,gender
ヘルパンギーナ,2020,26,2020-W26,10,9,19,261,gender
流行性耳下腺炎,2020,26,2020-W26,17,11,28,261,gender
川崎病,2020,26,2020-W26,2,1,3,261,gender
インフルエンザ,2024,52,2024-W52,11961,11664,23625,418,gender
新型コロナウイルス感染症（COVID-19）,2024,52,2024-W52,850,959,1809,418,gender
RSウイルス感染症,2024,52,2024-W52,55,50,105,264,gender
咽頭結膜熱,2024,52,2024-W52,30,35,65,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2024,52,2024-W52,361,298,659,264,gender
感染性胃腸炎,2024,52,2024-W52,900,847,1747,264,gender
水痘,2024,52,2024-W52,56,41,97,264,gender
手足口病,2024,52,2024-W52,65,50,115,264,gender
突発性発しん,2024,52,2024-W52,20,23,43,264,gender
ヘルパンギーナ,2024,52,2024-W52,2,1,3,264,gender
流行性耳下腺炎,2024,52,2024-W52,4,7,11,264,gender
川崎病,2024,52,2024-W52,2,2,4,264,gender
インフルエンザ,2018,39,2018-W39,43,28,71,413,gender
RSウイルス感染症,2018,39,2018-W39,180,146,326,259,gender
咽頭結膜熱,2018,39,2018-W39,23,28,51,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,39,2018-W39,202,172,374,259,gender
感染性胃腸炎,2018,39,2018-W39,477,414,891,259,gender
水痘,2018,39,2018-W39,33,24,57,259,gender
手足口病,2018,39,2018-W39,156,152,308,259,gender
突発性発しん,2018,39,2018-W39,67,51,118,259,gender
ヘルパンギーナ,2018,39,2018-W39,93,72,165,259,gender
流行性耳下腺炎,2018,39,2018-W39,16,11,27,259,gender
川崎病,2018,39,2018-W39,1,3,4,259,gender
インフルエンザ,2009,10,2009-W10,1679,1649,3328,287,gender
RSウイルス感染症,2009,10,2009-W10,7,1,8,149,gender
咽頭結膜熱,2009,10,2009-W10,10,17,27,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,10,2009-W10,192,180,372,149,gender
感染性胃腸炎,2009,10,2009-W10,566,536,1102,149,gender
水痘,2009,10,2009-W10,93,88,181,149,gender
手足口病,2009,10,2009-W10,7,1,8,149,gender
突発性発しん,2009,10,2009-W10,32,32,64,149,gender
ヘルパンギーナ,2009,10,2009-W10,1,0,1,149,gender
流行性耳下腺炎,2009,10,2009-W10,36,37,73,149,gender
川崎病,2009,10,2009-W10,1,0,1,149,gender
インフルエンザ,2004,40,2004-W40,0,0,0,178,gender
RSウイルス感染症,2004,40,2004-W40,10,10,20,142,gender
咽頭結膜熱,2004,40,2004-W40,8,11,19,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,40,2004-W40,34,20,54,142,gender
感染性胃腸炎,2004,40,2004-W40,140,131,271,142,gender
水痘,2004,40,2004-W40,25,20,45,142,gender
手足口病,2004,40,2004-W40,40,31,71,142,gender
突発性発しん,2004,40,2004-W40,55,37,92,142,gender
ヘルパンギーナ,2004,40,2004-W40,15,16,31,142,gender
流行性耳下腺炎,2004,40,2004-W40,45,38,83,142,gender
川崎病,2004,40,2004-W40,2,1,3,142,gender
インフルエンザ,2006,33,2006-W33,0,0,0,178,gender
RSウイルス感染症,2006,33,2006-W33,1,0,1,142,gender
咽頭結膜熱,2006,33,2006-W33,29,20,49,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,33,2006-W33,20,25,45,142,gender
感染性胃腸炎,2006,33,2006-W33,131,110,241,142,gender
水痘,2006,33,2006-W33,24,23,47,142,gender
手足口病,2006,33,2006-W33,43,36,79,142,gender
突発性発しん,2006,33,2006-W33,35,25,60,142,gender
ヘルパンギーナ,2006,33,2006-W33,23,30,53,142,gender
流行性耳下腺炎,2006,33,2006-W33,36,36,72,142,gender
川崎病,2006,33,2006-W33,1,0,1,142,gender
インフルエンザ,2014,39,2014-W39,22,15,37,408,gender
RSウイルス感染症,2014,39,2014-W39,108,86,194,261,gender
咽頭結膜熱,2014,39,2014-W39,46,42,88,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,39,2014-W39,182,156,338,261,gender
感染性胃腸炎,2014,39,2014-W39,448,392,840,261,gender
水痘,2014,39,2014-W39,63,65,128,261,gender
手足口病,2014,39,2014-W39,92,68,160,261,gender
突発性発しん,2014,39,2014-W39,79,78,157,261,gender
ヘルパンギーナ,2014,39,2014-W39,65,93,158,261,gender
流行性耳下腺炎,2014,39,2014-W39,37,36,73,261,gender
川崎病,2014,39,2014-W39,1,2,3,261,gender
インフルエンザ,2008,40,2008-W40,3,2,5,286,gender
RSウイルス感染症,2008,40,2008-W40,48,26,74,147,gender
咽頭結膜熱,2008,40,2008-W40,13,6,19,147,gender
Ａ群溶血性レンサ球菌咽頭炎,2008,40,2008-W40,88,72,160,147,gender
感染性胃腸炎,2008,40,2008-W40,271,230,501,147,gender
水痘,2008,40,2008-W40,37,21,58,147,gender
手足口病,2008,40,2008-W40,104,72,176,147,gender
突発性発しん,2008,40,2008-W40,42,49,91,147,gender
ヘルパンギーナ,2008,40,2008-W40,36,24,60,147,gender
流行性耳下腺炎,2008,40,2008-W40,39,35,74,147,gender
川崎病,2008,40,2008-W40,1,1,2,147,gender
インフルエンザ,2005,10,2005-W10,1728,1803,3531,178,gender
RSウイルス感染症,2005,10,2005-W10,3,3,6,142,gender
咽頭結膜熱,2005,10,2005-W10,7,10,17,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2005,10,2005-W10,56,55,111,142,gender
感染性胃腸炎,2005,10,2005-W10,450,419,869,142,gender
水痘,2005,10,2005-W10,84,85,169,142,gender
手足口病,2005,10,2005-W10,4,5,9,142,gender
突発性発しん,2005,10,2005-W10,28,31,59,142,gender
ヘルパンギーナ,2005,10,2005-W10,2,2,4,142,gender
流行性耳下腺炎,2005,10,2005-W10,60,40,100,142,gender
川崎病,2005,10,2005-W10,0,1,1,142,gender
インフルエンザ,2013,3,2013-W03,5070,4926,9996,417,gender
RSウイルス感染症,2013,3,2013-W03,31,26,57,263,gender
咽頭結膜熱,2013,3,2013-W03,31,30,61,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2013,3,2013-W03,231,205,436,263,gender
感染性胃腸炎,2013,3,2013-W03,1030,890,1920,263,gender
水痘,2013,3,2013-W03,109,100,209,263,gender
手足口病,2013,3,2013-W03,18,12,30,263,gender
突発性発しん,2013,3,2013-W03,67,58,125,263,gender
ヘルパンギーナ,2013,3,2013-W03,1,3,4,263,gender
流行性耳下腺炎,2013,3,2013-W03,20,19,39,263,gender
川崎病,2013,3,2013-W03,2,1,3,263,gender
インフルエンザ,2017,24,2017-W24,11,16,27,414,gender
RSウイルス感染症,2017,24,2017-W24,30,32,62,263,gender
咽頭結膜熱,2017,24,2017-W24,155,134,289,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2017,24,2017-W24,508,450,958,263,gender
感染性胃腸炎,2017,24,2017-W24,1032,888,1920,263,gender
水痘,2017,24,2017-W24,65,53,118,263,gender
手足口病,2017,24,2017-W24,222,140,362,263,gender
突発性発しん,2017,24,2017-W24,92,82,174,263,gender
ヘルパンギーナ,2017,24,2017-W24,35,48,83,263,gender
流行性耳下腺炎,2017,24,2017-W24,40,23,63,263,gender
川崎病,2017,24,2017-W24,1,0,1,263,gender
インフルエンザ,2013,50,2013-W50,141,162,303,415,gender
RSウイルス感染症,2013,50,2013-W50,116,98,214,262,gender
咽頭結膜熱,2013,50,2013-W50,86,71,157,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2013,50,2013-W50,353,318,671,262,gender
感染性胃腸炎,2013,50,2013-W50,3558,3381,6939,262,gender
水痘,2013,50,2013-W50,200,200,400,262,gender
手足口病,2013,50,2013-W50,30,26,56,262,gender
突発性発しん,2013,50,2013-W50,58,76,134,262,gender
ヘルパンギーナ,2013,50,2013-W50,4,5,9,262,gender
流行性耳下腺炎,2013,50,2013-W50,22,22,44,262,gender
川崎病,2013,50,2013-W50,1,3,4,262,gender
インフルエンザ,2011,23,2011-W23,21,13,34,414,gender
RSウイルス感染症,2011,23,2011-W23,11,6,17,259,gender
咽頭結膜熱,2011,23,2011-W23,97,88,185,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2011,23,2011-W23,504,382,886,259,gender
感染性胃腸炎,2011,23,2011-W23,1003,876,1879,259,gender
水痘,2011,23,2011-W23,225,217,442,259,gender
手足口病,2011,23,2011-W23,78,66,144,259,gender
突発性発しん,2011,23,2011-W23,97,81,178,259,gender
ヘルパンギーナ,2011,23,2011-W23,28,37,65,259,gender
流行性耳下腺炎,2011,23,2011-W23,72,45,117,259,gender
川崎病,2011,23,2011-W23,0,4,4,259,gender
インフルエンザ,2003,17,2003-W17,4,3,7,178,gender
RSウイルス感染症,2003,17,2003-W17,0,0,0,142,gender
咽頭結膜熱,2003,17,2003-W17,2,4,6,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,17,2003-W17,69,42,111,142,gender
感染性胃腸炎,2003,17,2003-W17,331,263,594,142,gender
水痘,2003,17,2003-W17,96,56,152,142,gender
手足口病,2003,17,2003-W17,16,9,25,142,gender
突発性発しん,2003,17,2003-W17,38,54,92,142,gender
ヘルパンギーナ,2003,17,2003-W17,3,2,5,142,gender
流行性耳下腺炎,2003,17,2003-W17,15,9,24,142,gender
川崎病,2003,17,2003-W17,0,1,1,142,gender
インフルエンザ,2020,18,2020-W18,0,0,0,402,gender
RSウイルス感染症,2020,18,2020-W18,1,0,1,254,gender
咽頭結膜熱,2020,18,2020-W18,6,0,6,254,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,18,2020-W18,51,43,94,254,gender
感染性胃腸炎,2020,18,2020-W18,128,99,227,254,gender
水痘,2020,18,2020-W18,7,5,12,254,gender
手足口病,2020,18,2020-W18,2,4,6,254,gender
突発性発しん,2020,18,2020-W18,41,32,73,254,gender
ヘルパンギーナ,2020,18,2020-W18,3,2,5,254,gender
流行性耳下腺炎,2020,18,2020-W18,6,4,10,254,gender
川崎病,2020,18,2020-W18,1,0,1,254,gender
インフルエンザ,2018,48,2018-W48,201,191,392,418,gender
RSウイルス感染症,2018,48,2018-W48,37,34,71,263,gender
咽頭結膜熱,2018,48,2018-W48,58,56,114,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,48,2018-W48,448,403,851,263,gender
感染性胃腸炎,2018,48,2018-W48,1445,1393,2838,263,gender
水痘,2018,48,2018-W48,103,97,200,263,gender
手足口病,2018,48,2018-W48,160,136,296,263,gender
突発性発しん,2018,48,2018-W48,71,67,138,263,gender
ヘルパンギーナ,2018,48,2018-W48,9,9,18,263,gender
流行性耳下腺炎,2018,48,2018-W48,15,12,27,263,gender
川崎病,2018,48,2018-W48,2,1,3,263,gender
インフルエンザ,2015,18,2015-W18,105,97,202,404,gender
RSウイルス感染症,2015,18,2015-W18,12,7,19,255,gender
咽頭結膜熱,2015,18,2015-W18,78,55,133,255,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,18,2015-W18,500,448,948,255,gender
感染性胃腸炎,2015,18,2015-W18,988,837,1825,255,gender
水痘,2015,18,2015-W18,92,70,162,255,gender
手足口病,2015,18,2015-W18,42,33,75,255,gender
突発性発しん,2015,18,2015-W18,106,83,189,255,gender
ヘルパンギーナ,2015,18,2015-W18,13,5,18,255,gender
流行性耳下腺炎,2015,18,2015-W18,49,55,104,255,gender
川崎病,2015,18,2015-W18,1,2,3,255,gender
インフルエンザ,2004,31,2004-W31,0,0,0,178,gender
RSウイルス感染症,2004,31,2004-W31,5,2,7,142,gender
咽頭結膜熱,2004,31,2004-W31,59,46,105,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,31,2004-W31,29,16,45,142,gender
感染性胃腸炎,2004,31,2004-W31,179,162,341,142,gender
水痘,2004,31,2004-W31,33,28,61,142,gender
手足口病,2004,31,2004-W31,81,68,149,142,gender
突発性発しん,2004,31,2004-W31,56,46,102,142,gender
ヘルパンギーナ,2004,31,2004-W31,185,171,356,142,gender
流行性耳下腺炎,2004,31,2004-W31,40,35,75,142,gender
川崎病,2004,31,2004-W31,1,1,2,142,gender
インフルエンザ,2009,7,2009-W07,1521,1492,3013,287,gender
RSウイルス感染症,2009,7,2009-W07,5,1,6,149,gender
咽頭結膜熱,2009,7,2009-W07,22,10,32,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,7,2009-W07,149,142,291,149,gender
感染性胃腸炎,2009,7,2009-W07,465,448,913,149,gender
水痘,2009,7,2009-W07,91,85,176,149,gender
手足口病,2009,7,2009-W07,4,3,7,149,gender
突発性発しん,2009,7,2009-W07,29,26,55,149,gender
ヘルパンギーナ,2009,7,2009-W07,2,1,3,149,gender
流行性耳下腺炎,2009,7,2009-W07,35,27,62,149,gender
川崎病,2009,7,2009-W07,2,1,3,149,gender
インフルエンザ,2006,42,2006-W42,0,0,0,178,gender
RSウイルス感染症,2006,42,2006-W42,2,2,4,142,gender
咽頭結膜熱,2006,42,2006-W42,14,10,24,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,42,2006-W42,98,85,183,142,gender
感染性胃腸炎,2006,42,2006-W42,321,288,609,142,gender
水痘,2006,42,2006-W42,38,35,73,142,gender
手足口病,2006,42,2006-W42,49,43,92,142,gender
突発性発しん,2006,42,2006-W42,32,37,69,142,gender
ヘルパンギーナ,2006,42,2006-W42,10,12,22,142,gender
流行性耳下腺炎,2006,42,2006-W42,50,47,97,142,gender
川崎病,2006,42,2006-W42,1,0,1,142,gender
インフルエンザ,2019,26,2019-W26,14,17,31,412,gender
RSウイルス感染症,2019,26,2019-W26,61,36,97,260,gender
咽頭結膜熱,2019,26,2019-W26,80,69,149,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,26,2019-W26,355,314,669,260,gender
